,8_n,8_p,8_l,9_n,9_p,9_l
12049,LGSN,0.922703237010643,-0.51869315,LGSN,0.922703237010643,0.51869315
12050,ARHGAP31,0.922703237010643,-0.53061604,ARHGAP31,0.922703237010643,0.53061604
12051,SLC2A14,0.922703237010643,-0.7817294,SLC2A14,0.922703237010643,0.7817294
12052,CPEB2,0.922703237010643,-0.08634528,CPEB2,0.922703237010643,0.08634528
12053,TET3,0.922703237010643,-0.9573009,TET3,0.922703237010643,0.9573009
12054,LAMP3,0.922703237010643,-0.40888834,LAMP3,0.922703237010643,0.40888834
12055,ZNF174,0.922703237010643,-0.3164674,ZNF174,0.922703237010643,0.3164674
12056,ATXN7L2,0.922703237010643,-0.9516529,ATXN7L2,0.922703237010643,0.9516529
12057,STAT6,0.9228080737268795,-0.74836665,STAT6,0.9228080737268795,0.74836665
12058,DENND5B,0.923017751180666,-1.00255,DENND5B,0.923017751180666,1.00255
12059,RP11-637A17.2,0.9232274339841375,-0.40567663,RP11-637A17.2,0.9232274339841375,0.40567663
12060,CCDC125,0.9239613657159831,-1.0642284,CCDC125,0.9239613657159831,1.0642284
12061,WDR5B,0.9244856423373573,-1.0630295,WDR5B,0.9244856423373573,1.0630295
12062,ZSCAN18,0.9244856423373573,-1.3461732,ZSCAN18,0.9244856423373573,1.3461732
12063,GSAP,0.9244856423373573,-0.7425243,GSAP,0.9244856423373573,0.7425243
12064,SLCO5A1,0.9249050872626573,-1.1096294,SLCO5A1,0.9249050872626573,1.1096294
12065,RAPH1,0.9253245530652323,-0.12693106,RAPH1,0.9253245530652323,0.12693106
12066,ZNF222,0.9253245530652323,-0.9815907,ZNF222,0.9253245530652323,0.9815907
12067,CACNB4,0.9253245530652323,-1.3399267,CACNB4,0.9253245530652323,1.3399267
12068,NBPF14,0.9255342937592709,-0.5484936,NBPF14,0.9255342937592709,0.5484936
12069,MX2,0.9255342937592709,-0.8914709,MX2,0.9255342937592709,0.8914709
12070,FRAT2,0.9255342937592709,-0.8350546,FRAT2,0.9255342937592709,0.8350546
12071,BBS2,0.9257440396291534,-1.2125639,BBS2,0.9257440396291534,1.2125639
12072,IQCD,0.9259537906603861,-0.57430243,IQCD,0.9259537906603861,0.57430243
12073,FBXO16,0.9261635468384741,-0.2336744,FBXO16,0.9261635468384741,0.2336744
12074,SLC9A1,0.9265830745772308,-0.22265391,SLC9A1,0.9265830745772308,0.22265391
12075,MIXL1,0.9271075129435048,-0.95079124,MIXL1,0.9271075129435048,0.95079124
12076,ARL17B,0.9272124044243456,-0.7492906,ARL17B,0.9272124044243456,0.7492906
12077,WDR19,0.9274221911791118,-0.8306068,WDR19,0.9274221911791118,0.8306068
12078,ZNF717,0.9274221911791118,-0.549501,ZNF717,0.9274221911791118,0.549501
12079,RP11-219A15.1,0.9278417798102238,-0.9572829,RP11-219A15.1,0.9278417798102238,0.9572829
12080,LINC00623,0.9278417798102238,-0.6349729,LINC00623,0.9278417798102238,0.6349729
12081,SLC37A2,0.9278417798102238,-0.5611805,SLC37A2,0.9278417798102238,0.5611805
12082,MYO1D,0.9278417798102238,-0.8079235,MYO1D,0.9278417798102238,0.8079235
12083,ANGPTL6,0.9278417798102238,-0.7449667,ANGPTL6,0.9278417798102238,0.7449667
12084,AP000476.1,0.9282613885067469,-1.1208559,AP000476.1,0.9282613885067469,1.1208559
12085,KCTD13,0.9291006656318166,-0.8818519,KCTD13,0.9291006656318166,0.8818519
12086,DHX57,0.9291006656318166,-0.5485131,DHX57,0.9291006656318166,0.5485131
12087,SAMD4A,0.9292055808369624,-0.79508513,SAMD4A,0.9292055808369624,0.79508513
12088,CLN3,0.9295203338282167,-1.4038851,CLN3,0.9295203338282167,1.4038851
12089,ABCD1,0.9295203338282167,-1.415882,ABCD1,0.9295203338282167,1.415882
12090,CRHBP,0.9295203338282167,-1.4818144,CRHBP,0.9295203338282167,1.4818144
12091,MORN3,0.9295203338282167,-1.5778708,MORN3,0.9295203338282167,1.5778708
12092,WDR37,0.9295203338282167,-0.8017774,WDR37,0.9295203338282167,0.8017774
12093,GNG11,0.929625253944527,-1.2554057,GNG11,0.929625253944527,1.2554057
12094,CELSR1,0.9299400216257354,-1.0062284,CELSR1,0.9299400216257354,1.0062284
12095,RRP12,0.930044946624183,-0.50207347,RRP12,0.930044946624183,0.50207347
12096,NBPF9,0.930149872838629,-1.1192266,NBPF9,0.930149872838629,1.1192266
12097,ACTRT3,0.9303597289082581,-1.0583949,ACTRT3,0.9303597289082581,1.0583949
12098,CCDC110,0.9303597289082581,-1.0502013,CCDC110,0.9303597289082581,1.0502013
12099,MS4A6A,0.930569589820106,-1.237983,MS4A6A,0.930569589820106,1.237983
12100,SLC35E2,0.9307794555596546,-0.7565788,SLC35E2,0.9307794555596546,0.7565788
12101,RP11-414C23.1,0.9307794555596546,-0.8500578,RP11-414C23.1,0.9307794555596546,0.8500578
12102,ID1,0.9308843902352797,-0.3696181,ID1,0.9308843902352797,0.3696181
12103,ZNF776,0.931514023456594,-0.26681274,ZNF776,0.931514023456594,0.26681274
12104,IL4I1,0.9316189665044654,-0.43920448,IL4I1,0.9316189665044654,0.43920448
12105,PNOC,0.9318288561647156,-0.4682379,PNOC,0.9318288561647156,0.4682379
12106,MBD5,0.9319338027734632,-0.83722574,MBD5,0.9319338027734632,0.83722574
12107,AP1S3,0.9321436995391256,-0.8240878,AP1S3,0.9321436995391256,0.8240878
12108,ZNF3,0.9322486496924092,-0.73528004,ZNF3,0.9322486496924092,0.73528004
12109,GABRB2,0.9326684620661903,-2.8041205,GABRB2,0.9326684620661903,2.8041205
12110,NOL3,0.9326684620661903,-2.844225,NOL3,0.9326684620661903,2.844225
12111,IL24,0.9326684620661903,-2.5627835,IL24,0.9326684620661903,2.5627835
12112,RP11-271C24.2,0.9326684620661903,-2.1240218,RP11-271C24.2,0.9326684620661903,2.1240218
12113,AC083843.1,0.9326684620661903,-2.6130967,AC083843.1,0.9326684620661903,2.6130967
12114,MTRNR2L6,0.9326684620661903,-2.8675275,MTRNR2L6,0.9326684620661903,2.8675275
12115,AC092162.1,0.9326684620661903,-2.36471,AC092162.1,0.9326684620661903,2.36471
12116,CES5A,0.9326684620661903,-2.544589,CES5A,0.9326684620661903,2.544589
12117,CACNA1D,0.9326684620661903,-2.194827,CACNA1D,0.9326684620661903,2.194827
12118,AP000253.1,0.9326684620661903,-3.2817802,AP000253.1,0.9326684620661903,3.2817802
12119,RP11-235E17.2,0.9326684620661903,-2.019535,RP11-235E17.2,0.9326684620661903,2.019535
12120,CDKN1C,0.9326684620661903,-2.1164331,CDKN1C,0.9326684620661903,2.1164331
12121,SGCA,0.9326684620661903,-1.6378692,SGCA,0.9326684620661903,1.6378692
12122,DAB2,0.9326684620661903,-1.8148009,DAB2,0.9326684620661903,1.8148009
12123,LA16C-60D12.2,0.9326684620661903,-1.6803899,LA16C-60D12.2,0.9326684620661903,1.6803899
12124,UNC13B,0.9326684620661903,-2.8616316,UNC13B,0.9326684620661903,2.8616316
12125,CTB-50L17.14,0.9326684620661903,-1.8185409,CTB-50L17.14,0.9326684620661903,1.8185409
12126,AF127936.7,0.9326684620661903,-3.0175593,AF127936.7,0.9326684620661903,3.0175593
12127,MIOX,0.9326684620661903,-2.070383,MIOX,0.9326684620661903,2.070383
12128,CLLU1OS,0.9326684620661903,-1.5808009,CLLU1OS,0.9326684620661903,1.5808009
12129,CTC-338M12.2,0.9326684620661903,-2.9831774,CTC-338M12.2,0.9326684620661903,2.9831774
12130,FZD5,0.9326684620661903,-3.0472345,FZD5,0.9326684620661903,3.0472345
12131,RP11-1007O24.3,0.9326684620661903,-2.694411,RP11-1007O24.3,0.9326684620661903,2.694411
12132,LYG2,0.9326684620661903,-1.7959319,LYG2,0.9326684620661903,1.7959319
12133,RP11-72L22.1,0.9326684620661903,-1.5775964,RP11-72L22.1,0.9326684620661903,1.5775964
12134,VPS9D1,0.9326684620661903,-3.107419,VPS9D1,0.9326684620661903,3.107419
12135,C16ORF46,0.9326684620661903,-3.0670917,C16ORF46,0.9326684620661903,3.0670917
12136,SPAG8,0.9326684620661903,-3.9022512,SPAG8,0.9326684620661903,3.9022512
12137,ZNF556,0.9326684620661903,-2.672187,ZNF556,0.9326684620661903,2.672187
12138,STRADA,0.9326684620661903,-2.6040015,STRADA,0.9326684620661903,2.6040015
12139,RP11-367J11.3,0.9326684620661903,-3.2101917,RP11-367J11.3,0.9326684620661903,3.2101917
12140,RP11-288L9.1,0.9326684620661903,-2.0997565,RP11-288L9.1,0.9326684620661903,2.0997565
12141,RP4-536B24.4,0.9326684620661903,-2.0026982,RP4-536B24.4,0.9326684620661903,2.0026982
12142,CRB3,0.9326684620661903,-2.4790046,CRB3,0.9326684620661903,2.4790046
12143,TEAD2,0.9326684620661903,-3.0067372,TEAD2,0.9326684620661903,3.0067372
12144,SPIN2A,0.9326684620661903,-2.7812877,SPIN2A,0.9326684620661903,2.7812877
12145,BAIAP3,0.9326684620661903,-2.4678495,BAIAP3,0.9326684620661903,2.4678495
12146,RP11-111F5.3,0.9326684620661903,-1.9577254,RP11-111F5.3,0.9326684620661903,1.9577254
12147,TMEM27,0.9326684620661903,-2.4032137,TMEM27,0.9326684620661903,2.4032137
12148,ZNF582-AS1,0.9326684620661903,-2.480693,ZNF582-AS1,0.9326684620661903,2.480693
12149,DSEL,0.9326684620661903,-2.5890646,DSEL,0.9326684620661903,2.5890646
12150,PCDHGB6,0.9326684620661903,-2.5107532,PCDHGB6,0.9326684620661903,2.5107532
12151,MEX3A,0.9326684620661903,-2.4099197,MEX3A,0.9326684620661903,2.4099197
12152,HOXA5,0.9326684620661903,-2.5441854,HOXA5,0.9326684620661903,2.5441854
12153,EDN1,0.9326684620661903,-3.8040738,EDN1,0.9326684620661903,3.8040738
12154,RP3-416J7.4,0.9326684620661903,-3.4550705,RP3-416J7.4,0.9326684620661903,3.4550705
12155,RP11-539G18.3,0.9326684620661903,-2.888877,RP11-539G18.3,0.9326684620661903,2.888877
12156,RP4-789D17.5,0.9326684620661903,-2.4835804,RP4-789D17.5,0.9326684620661903,2.4835804
12157,RSPH1,0.9326684620661903,-2.701016,RSPH1,0.9326684620661903,2.701016
12158,KCNN1,0.9326684620661903,-1.8214761,KCNN1,0.9326684620661903,1.8214761
12159,MC1R,0.9326684620661903,-2.0440414,MC1R,0.9326684620661903,2.0440414
12160,IGKV2D-26,0.9326684620661903,-1.657665,IGKV2D-26,0.9326684620661903,1.657665
12161,IGLV5-45,0.9326684620661903,-2.2997096,IGLV5-45,0.9326684620661903,2.2997096
12162,CLEC18A,0.9326684620661903,-3.6701775,CLEC18A,0.9326684620661903,3.6701775
12163,DNAAF1,0.9326684620661903,-1.9377298,DNAAF1,0.9326684620661903,1.9377298
12164,GLUD2,0.9326684620661903,-2.6951444,GLUD2,0.9326684620661903,2.6951444
12165,CSTA,0.9326684620661903,-1.5141962,CSTA,0.9326684620661903,1.5141962
12166,LVRN,0.9326684620661903,-2.8581085,LVRN,0.9326684620661903,2.8581085
12167,IGLV1-44,0.9326684620661903,-2.4382029,IGLV1-44,0.9326684620661903,2.4382029
12168,SLC12A3,0.9326684620661903,-2.0674465,SLC12A3,0.9326684620661903,2.0674465
12169,SEMA6C,0.9326684620661903,-2.4930792,SEMA6C,0.9326684620661903,2.4930792
12170,DKK1,0.9326684620661903,-2.1573517,DKK1,0.9326684620661903,2.1573517
12171,NFIX,0.9326684620661903,-2.3096888,NFIX,0.9326684620661903,2.3096888
12172,AC144652.1,0.9326684620661903,-2.2486808,AC144652.1,0.9326684620661903,2.2486808
12173,RP11-467P9.1,0.9326684620661903,-1.6554129,RP11-467P9.1,0.9326684620661903,1.6554129
12174,FCGR2A,0.9326684620661903,-2.7322426,FCGR2A,0.9326684620661903,2.7322426
12175,RP11-320M2.1,0.9326684620661903,-2.5174446,RP11-320M2.1,0.9326684620661903,2.5174446
12176,BCORL1,0.9326684620661903,-2.9443164,BCORL1,0.9326684620661903,2.9443164
12177,RNF43,0.9326684620661903,-3.3726487,RNF43,0.9326684620661903,3.3726487
12178,P2RX1,0.9326684620661903,-1.7180007,P2RX1,0.9326684620661903,1.7180007
12179,CDHR3,0.9328783752840462,-1.6175843,CDHR3,0.9328783752840462,1.6175843
12180,SLC6A5,0.9328783752840462,-1.3411993,SLC6A5,0.9328783752840462,1.3411993
12181,EFHB,0.9328783752840462,-1.5410525,EFHB,0.9328783752840462,1.5410525
12182,IGLV6-57,0.9330882931698408,-1.0048089,IGLV6-57,0.9330882931698408,1.0048089
12183,ZNF777,0.9330882931698408,-1.098506,ZNF777,0.9330882931698408,1.098506
12184,RP4-616B8.5,0.9335081428871267,1.25582,RP4-616B8.5,0.9335081428871267,-1.25582
12185,TMEM169,0.9335081428871267,0.9612609,TMEM169,0.9335081428871267,-0.9612609
12186,TUFT1,0.9335081428871267,1.2943316,TUFT1,0.9335081428871267,-1.2943316
12187,MROH6,0.9335081428871267,1.2242237,MROH6,0.9335081428871267,-1.2242237
12188,GABBR1,0.9335081428871267,1.0950356,GABBR1,0.9335081428871267,-1.0950356
12189,RHBDL1,0.9337180746895557,0.9600655,RHBDL1,0.9337180746895557,-0.9600655
12190,USP27X,0.9337180746895557,1.0056027,USP27X,0.9337180746895557,-1.0056027
12191,IL9R,0.9337180746895557,1.1553568,IL9R,0.9337180746895557,-1.1553568
12192,RP11-90D4.3,0.9337180746895557,0.8152998,RP11-90D4.3,0.9337180746895557,-0.8152998
12193,MITF,0.9337180746895557,1.2650195,MITF,0.9337180746895557,-1.2650195
12194,RP11-514O12.4,0.9337180746895557,0.83652407,RP11-514O12.4,0.9337180746895557,-0.83652407
12195,RP11-20E24.1,0.9337180746895557,1.0883187,RP11-20E24.1,0.9337180746895557,-1.0883187
12196,IGHV3-11,0.9337180746895557,0.80572623,IGHV3-11,0.9337180746895557,-0.80572623
12197,DPPA4,0.9337180746895557,0.6048215,DPPA4,0.9337180746895557,-0.6048215
12198,ZNF418,0.9337180746895557,0.30237016,ZNF418,0.9337180746895557,-0.30237016
12199,REM2,0.9337180746895557,1.240861,REM2,0.9337180746895557,-1.240861
12200,RP11-131L12.2,0.9337180746895557,0.63293666,RP11-131L12.2,0.9337180746895557,-0.63293666
12201,ZNF69,0.9337180746895557,0.8196698,ZNF69,0.9337180746895557,-0.8196698
12202,TMED6,0.9337180746895557,1.3379934,TMED6,0.9337180746895557,-1.3379934
12203,KB-1254G8.1,0.9337180746895557,1.0067568,KB-1254G8.1,0.9337180746895557,-1.0067568
12204,NPIPB9,0.9337180746895557,1.2721479,NPIPB9,0.9337180746895557,-1.2721479
12205,TPST1,0.9337180746895557,1.0504961,TPST1,0.9337180746895557,-1.0504961
12206,RP11-185E12.2,0.9339280111017987,0.18949878,RP11-185E12.2,0.9339280111017987,-0.18949878
12207,AC093642.3,0.9339280111017987,0.65887034,AC093642.3,0.9339280111017987,-0.65887034
12208,HEATR4,0.9339280111017987,0.80361825,HEATR4,0.9339280111017987,-0.80361825
12209,SIRPA,0.9339280111017987,-0.11184798,SIRPA,0.9339280111017987,0.11184798
12210,SLCO4C1,0.9339280111017987,0.3825156,SLCO4C1,0.9339280111017987,-0.3825156
12211,RP11-713P17.3,0.9339280111017987,0.74583864,RP11-713P17.3,0.9339280111017987,-0.74583864
12212,TIGD5,0.9339280111017987,0.093464606,TIGD5,0.9339280111017987,-0.093464606
12213,MDGA1,0.9339280111017987,0.06289036,MDGA1,0.9339280111017987,-0.06289036
12214,NTRK2,0.9339280111017987,0.088755436,NTRK2,0.9339280111017987,-0.088755436
12215,OTUB2,0.9339280111017987,0.40479872,OTUB2,0.9339280111017987,-0.40479872
12216,GLT1D1,0.9339280111017987,0.420913,GLT1D1,0.9339280111017987,-0.420913
12217,HSD11B1L,0.9339280111017987,0.8514268,HSD11B1L,0.9339280111017987,-0.8514268
12218,RP11-440D17.3,0.9339280111017987,0.25451332,RP11-440D17.3,0.9339280111017987,-0.25451332
12219,SPHK1,0.9339280111017987,0.34067497,SPHK1,0.9339280111017987,-0.34067497
12220,QPCTL,0.9339280111017987,0.26084208,QPCTL,0.9339280111017987,-0.26084208
12221,TBX6,0.9339280111017987,0.75037044,TBX6,0.9339280111017987,-0.75037044
12222,RP1-60O19.1,0.9339280111017987,-0.29727858,RP1-60O19.1,0.9339280111017987,0.29727858
12223,ZNF805,0.9339280111017987,-0.8798282,ZNF805,0.9339280111017987,0.8798282
12224,FAM234B,0.9339280111017987,-0.18526858,FAM234B,0.9339280111017987,0.18526858
12225,RP11-767C1.1,0.9339280111017987,0.026767906,RP11-767C1.1,0.9339280111017987,-0.026767906
12226,LINC01569,0.9339280111017987,0.20523708,LINC01569,0.9339280111017987,-0.20523708
12227,DNM3,0.9339280111017987,0.6585676,DNM3,0.9339280111017987,-0.6585676
12228,GSTO2,0.9339280111017987,0.6268732,GSTO2,0.9339280111017987,-0.6268732
12229,AK7,0.9339280111017987,0.039119117,AK7,0.9339280111017987,-0.039119117
12230,FAM227A,0.9339280111017987,-0.19908936,FAM227A,0.9339280111017987,0.19908936
12231,IL12A,0.9339280111017987,0.21086244,IL12A,0.9339280111017987,-0.21086244
12232,PHLDB2,0.9339280111017987,-0.11144478,PHLDB2,0.9339280111017987,0.11144478
12233,PCF11-AS1,0.9339280111017987,0.6001895,PCF11-AS1,0.9339280111017987,-0.6001895
12234,RP11-348P10.2,0.9339280111017987,0.21803734,RP11-348P10.2,0.9339280111017987,-0.21803734
12235,MEX3B,0.9339280111017987,0.6088499,MEX3B,0.9339280111017987,-0.6088499
12236,EFCAB13,0.9339280111017987,-0.9807495,EFCAB13,0.9339280111017987,0.9807495
12237,GOLGA6L10,0.9339280111017987,0.45271924,GOLGA6L10,0.9339280111017987,-0.45271924
12238,PALM2,0.9339280111017987,0.48874745,PALM2,0.9339280111017987,-0.48874745
12239,PLA2G2D,0.9339280111017987,0.98125,PLA2G2D,0.9339280111017987,-0.98125
12240,RP11-1143G9.5,0.9339280111017987,0.8021535,RP11-1143G9.5,0.9339280111017987,-0.8021535
12241,PART1,0.9339280111017987,0.122477174,PART1,0.9339280111017987,-0.122477174
12242,SCARNA2,0.9339280111017987,-0.36002564,SCARNA2,0.9339280111017987,0.36002564
12243,MAP1A,0.9339280111017987,0.36328247,MAP1A,0.9339280111017987,-0.36328247
12244,UPK3BL,0.9339280111017987,0.54728067,UPK3BL,0.9339280111017987,-0.54728067
12245,ID4,0.9339280111017987,-0.08109331,ID4,0.9339280111017987,0.08109331
12246,FUK,0.9339280111017987,-0.049293507,FUK,0.9339280111017987,0.049293507
12247,KIAA0319,0.9339280111017987,-0.10012342,KIAA0319,0.9339280111017987,0.10012342
12248,ARMCX4,0.9339280111017987,0.017195037,ARMCX4,0.9339280111017987,-0.017195037
12249,RP3-466P17.1,0.9339280111017987,-0.089233615,RP3-466P17.1,0.9339280111017987,0.089233615
12250,FAM171B,0.9339280111017987,0.42769092,FAM171B,0.9339280111017987,-0.42769092
12251,ST8SIA5,0.9339280111017987,-0.2509888,ST8SIA5,0.9339280111017987,0.2509888
12252,ZNF438,0.9339280111017987,-0.25620297,ZNF438,0.9339280111017987,0.25620297
12253,TCTEX1D4,0.9339280111017987,0.8423152,TCTEX1D4,0.9339280111017987,-0.8423152
12254,IRAK3,0.9339280111017987,-0.5058521,IRAK3,0.9339280111017987,0.5058521
12255,ALOX15,0.9339280111017987,0.46945646,ALOX15,0.9339280111017987,-0.46945646
12256,VLDLR,0.9339280111017987,0.75630724,VLDLR,0.9339280111017987,-0.75630724
12257,CLDND2,0.9339280111017987,-0.6816983,CLDND2,0.9339280111017987,0.6816983
12258,PPP1R9A,0.9339280111017987,-0.3839434,PPP1R9A,0.9339280111017987,0.3839434
12259,SERPINA1,0.9339280111017987,0.3001613,SERPINA1,0.9339280111017987,-0.3001613
12260,SIX5,0.9339280111017987,0.40745354,SIX5,0.9339280111017987,-0.40745354
12261,KCNK17,0.9339280111017987,-0.33302206,KCNK17,0.9339280111017987,0.33302206
12262,IFT140,0.9339280111017987,0.89009017,IFT140,0.9339280111017987,-0.89009017
12263,SMIM24,0.9339280111017987,0.5772533,SMIM24,0.9339280111017987,-0.5772533
12264,ZNF582,0.9339280111017987,-0.043962695,ZNF582,0.9339280111017987,0.043962695
12265,TCTN2,0.9339280111017987,0.2646205,TCTN2,0.9339280111017987,-0.2646205
12266,ZC2HC1C,0.9339280111017987,-0.09422914,ZC2HC1C,0.9339280111017987,0.09422914
12267,WNT5B,0.9339280111017987,-0.055995956,WNT5B,0.9339280111017987,0.055995956
12268,PIGR,0.9339280111017987,-0.055607986,PIGR,0.9339280111017987,0.055607986
12269,AC241585.1,0.9339280111017987,0.5273014,AC241585.1,0.9339280111017987,-0.5273014
12270,PLG,0.9339280111017987,0.36803505,PLG,0.9339280111017987,-0.36803505
12271,NATD1,0.9339280111017987,0.20740682,NATD1,0.9339280111017987,-0.20740682
12272,PPFIBP1,0.9339280111017987,-0.2115951,PPFIBP1,0.9339280111017987,0.2115951
12273,HUS1B,0.9339280111017987,-0.9115269,HUS1B,0.9339280111017987,0.9115269
12274,MAN1C1,0.9339280111017987,0.26794124,MAN1C1,0.9339280111017987,-0.26794124
12275,ELFN1-AS1,0.9339280111017987,0.34204692,ELFN1-AS1,0.9339280111017987,-0.34204692
12276,DUBR,0.9339280111017987,0.19466126,DUBR,0.9339280111017987,-0.19466126
12277,C8ORF37-AS1,0.9339280111017987,0.115836196,C8ORF37-AS1,0.9339280111017987,-0.115836196
12278,ITSN1,0.9339280111017987,0.69557005,ITSN1,0.9339280111017987,-0.69557005
12279,XKR9,0.9339280111017987,0.20675658,XKR9,0.9339280111017987,-0.20675658
12280,DMGDH,0.9339280111017987,-0.03770897,DMGDH,0.9339280111017987,0.03770897
12281,RP11-290D2.3,0.9339280111017987,0.4460599,RP11-290D2.3,0.9339280111017987,-0.4460599
12282,LUCAT1,0.9339280111017987,-1.053647,LUCAT1,0.9339280111017987,1.053647
12283,IGHV5-51,0.9339280111017987,0.19348672,IGHV5-51,0.9339280111017987,-0.19348672
12284,ZNF341,0.9339280111017987,0.36023453,ZNF341,0.9339280111017987,-0.36023453
12285,SLC35D2,0.9339280111017987,0.24839091,SLC35D2,0.9339280111017987,-0.24839091
12286,RP11-290F5.1,0.9339280111017987,0.33493507,RP11-290F5.1,0.9339280111017987,-0.33493507
12287,RP11-452H21.4,0.9339280111017987,0.63466114,RP11-452H21.4,0.9339280111017987,-0.63466114
12288,IGKV2D-28,0.9339280111017987,0.6056573,IGKV2D-28,0.9339280111017987,-0.6056573
12289,RP11-800A3.3,0.9339280111017987,0.38938716,RP11-800A3.3,0.9339280111017987,-0.38938716
12290,Z83851.4,0.9339280111017987,0.23921053,Z83851.4,0.9339280111017987,-0.23921053
12291,TEX22,0.9339280111017987,0.2479598,TEX22,0.9339280111017987,-0.2479598
12292,RP3-471M13.2,0.9339280111017987,0.6686688,RP3-471M13.2,0.9339280111017987,-0.6686688
12293,SPIN2B,0.9342429243317723,-0.8066508,SPIN2B,0.9342429243317723,0.8066508
12294,SAMD15,0.9346628246370983,-0.9143041,SAMD15,0.9346628246370983,0.9143041
12295,ADM,0.934767802558226,0.29624835,ADM,0.934767802558226,-0.29624835
12296,RP11-817O13.8,0.9349777618015168,0.35811603,RP11-817O13.8,0.9349777618015168,-0.35811603
12297,XKRX,0.9350827431200452,-0.713212,XKRX,0.9350827431200452,0.713212
12298,SLC35G2,0.9351877255674058,-0.89023536,SLC35G2,0.9351877255674058,0.89023536
12299,SIPA1L3,0.935817643855265,-0.7296972,SIPA1L3,0.935817643855265,0.7296972
12300,MRPS24,0.9360276255661448,-0.21091959,MRPS24,0.9360276255661448,0.21091959
12301,TTN,0.9364476023230378,-0.35738134,TTN,0.9364476023230378,0.35738134
12302,RP11-47A8.5,0.9364476023230378,-0.1989659,RP11-47A8.5,0.9364476023230378,0.1989659
12303,ZNF181,0.9364476023230378,-0.23127532,ZNF181,0.9364476023230378,0.23127532
12304,GMDS,0.9364476023230378,-0.38748056,GMDS,0.9364476023230378,0.38748056
12305,HKR1,0.9367625965016801,-0.9181523,HKR1,0.9367625965016801,0.9181523
12306,IL18BP,0.9368675967631442,-0.7060598,IL18BP,0.9368675967631442,0.7060598
12307,SYNGAP1,0.9368675967631442,-0.7696647,SYNGAP1,0.9368675967631442,0.7696647
12308,ZNF547,0.9368675967631442,0.029546097,ZNF547,0.9368675967631442,-0.029546097
12309,CACFD1,0.9368675967631442,-0.43039903,CACFD1,0.9368675967631442,0.43039903
12310,PPP1R13B,0.9368675967631442,-0.4749839,PPP1R13B,0.9368675967631442,0.4749839
12311,SULT1A3,0.9370776005780374,-0.54009247,SULT1A3,0.9370776005780374,0.54009247
12312,KANK1,0.9370776005780374,-0.6325795,KANK1,0.9370776005780374,0.6325795
12313,CCDC85C,0.9370776005780374,-0.5073764,CCDC85C,0.9370776005780374,0.5073764
12314,YPEL5,0.9370776005780374,-0.3485891,YPEL5,0.9370776005780374,0.3485891
12315,FAM63A,0.9370776005780374,-0.8278575,FAM63A,0.9370776005780374,0.8278575
12316,APBB3,0.9370776005780374,-0.41387543,APBB3,0.9370776005780374,0.41387543
12317,ZNF513,0.9372876087700938,-0.82979244,ZNF513,0.9372876087700938,0.82979244
12318,DCLRE1A,0.9372876087700938,-1.0041182,DCLRE1A,0.9372876087700938,1.0041182
12319,HEATR5A,0.9372876087700938,-0.84954536,HEATR5A,0.9372876087700938,0.84954536
12320,LINC01473,0.9372876087700938,-0.978957,LINC01473,0.9372876087700938,0.978957
12321,MIR3142HG,0.9372876087700938,-0.961672,MIR3142HG,0.9372876087700938,0.961672
12322,IGKV1-5,0.9372876087700938,-0.51610404,IGKV1-5,0.9372876087700938,0.51610404
12323,TYW1B,0.9372876087700938,-1.0709493,TYW1B,0.9372876087700938,1.0709493
12324,TTC27,0.9378126483048475,-0.9165759,TTC27,0.9378126483048475,0.9165759
12325,MED23,0.9383377148785951,-0.80734706,MED23,0.9383377148785951,0.80734706
12326,BMP3,0.9385477490280801,-0.1436786,BMP3,0.9385477490280801,0.1436786
12327,SETBP1,0.9386527677069715,-0.96562445,SETBP1,0.9386527677069715,0.96562445
12328,RP11-495P10.1,0.9390728530744106,-1.5009391,RP11-495P10.1,0.9390728530744106,1.5009391
12329,FKTN,0.9391778770701413,-0.1897519,FKTN,0.9391778770701413,0.1897519
12330,ALG10B,0.9392829021237815,-1.1113458,ALG10B,0.9392829021237815,1.1113458
12331,ERP29,0.9393879282335112,0.18840452,ERP29,0.9393879282335112,-0.18840452
12332,PDZD2,0.9394929553975109,-1.0494424,PDZD2,0.9394929553975109,1.0494424
12333,TNFRSF13B,0.9398080431969313,-0.65831876,TNFRSF13B,0.9398080431969313,0.65831876
12334,RP11-325F22.2,0.9399130745598123,-1.2374649,RP11-325F22.2,0.9399130745598123,1.2374649
12335,C17ORF100,0.9399130745598123,-1.1545398,C17ORF100,0.9399130745598123,1.1545398
12336,TAL2,0.9400181069678638,-0.2549217,TAL2,0.9400181069678638,0.2549217
12337,IGHV1-69-2,0.9403332104448404,-0.70926106,IGHV1-69-2,0.9403332104448404,0.70926106
12338,CTTN,0.940543284621975,-1.1483524,CTTN,0.940543284621975,1.1483524
12339,SLFN12,0.940543284621975,-0.79714435,SLFN12,0.940543284621975,0.79714435
12340,ERCC6,0.9411735319171098,-0.8043084,ERCC6,0.9411735319171098,0.8043084
12341,FBXL22,0.9411735319171098,-0.9515232,FBXL22,0.9411735319171098,0.9515232
12342,RP11-220I1.5,0.9413836225548518,-0.7816818,RP11-220I1.5,0.9413836225548518,0.7816818
12343,ANKRD44,0.9413836225548518,-0.7201958,ANKRD44,0.9413836225548518,0.7201958
